"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,Set code,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID,Scryfall ID
"Garna, Bloodfist of Keld","Legendary Creature - Human Berserker",Multi-couleurs,Peu commune,"Benjamin Ee",4,3,(1)(B)(R)(R),4,4,0,0,$0.09,$0.21,299,"Dominaria United Collectors",DMU,77001,578052,,0,"","","",283534,672445,18b8721c-371b-454c-8ccd-5e57779fc4d0
"Gavony Trapper","Creature - Human Soldier",Blanc,Commune,"Caio Monteiro",0,2,(W),1,1,0,0,$0.04,$0.04,22,"Innistrad: Midnight Hunt",MID,68463,534778,,0,"","","",248256,575010,5a1309ea-4411-4116-841f-5aef8611400c
"Generous Soul","Creature - Spirit",Blanc,Peu commune,"Francisco Miyara",4,4,,2,1,0,0,$0.09,$0.09,3,"Innistrad: Midnight Hunt",MID,68440,534754,,0,"","","",247821,574763,6109b54e-56c5-4014-9f6d-d5f7a0fd725d
"Ghalta and Mavren","Legendary Creature - Dinosaur Vampire",Multi-couleurs,Rare,"Zezhou Chen",12,12,(3)(G)(G)(W)(W),7,1,0,0,$1.07,$3.08,225,"March of the Machine",MOM,84353,0,,0,"","","",484553,697771,a9ec900f-1e31-4440-a75a-20b256734d5b
"Ghalta and Mavren","Legendary Creature - Dinosaur Vampire",Multi-couleurs,Rare,"Betty Jiang",12,12,(3)(G)(G)(W)(W),7,1,0,0,$1.07,$3.08,386,"March of the Machine",MOM,84453,0,,0,"","","",484598,706025,7ccb21e9-5169-4934-83c3-78ac00e5ffc7
"Ghitu Amplifier","Creature - Human Wizard",Rouge,Commune,"Deruchenko Alexander",1,2,(1)(R),2,1,0,0,$0.05,$0.05,127,"Dominaria United",DMU,76823,574607,,0,"","","",283675,672677,b1845806-7585-40d5-9d3a-f13667e6a9d2
"Ghitu Fire","Sorcery",Rouge,Rare,"Glen Angus",0,0,(X)(R),1,1,0,0,$0.25,$0.25,855,"The List",PLIST,77184,0,,0,"","","",284357,673910,118fd9f1-2b6b-4eb2-bae4-e4178c6bcd55
"Giant's Amulet","Artifact - Equipment",Bleu,Peu commune,"Joseph Meehan",0,0,(U),1,1,0,0,$0.10,$0.20,59,"Kaldheim",KHM,62159,503667,,0,"","","",230166,529567,ab8b1ec2-9303-4722-8644-b3bc1a5c387f
"Giant's Grasp","Enchantment - Aura",Bleu,Peu commune,"Ilse Gort",0,0,(2)(U)(U),4,1,0,0,$0.14,$0.14,384,"Kaldheim",KHM,62408,506926,,0,"","","",229261,527585,74c92d48-504a-4320-b9f4-c1d2d06fa223
"Gibbering Barricade","Creature - Nightmare Wall",Noir,Commune,"Drew Tucker",2,4,(2)(B),3,1,0,0,$0.11,$0.11,95,"Dominaria United",DMU,76791,574575,,0,"","","",283620,672666,0674b340-420d-4864-92fe-7b268fe0874c
"Gimbal, Gremlin Prodigy","Legendary Creature - Gremlin Artificer",Multi-couleurs,Mythique,"Fajareka Setiawan",4,4,(2)(G)(U)(R),5,1,0,0,$0.00,$0.00,3,"March of the Machine Commander",MOC,84696,0,,0,"","","",490351,705439,4a9aa899-752b-4106-89ba-9475ee777d41
"Girder Goons","Creature - Ogre Warrior",Noir,Commune,"Andrew Mar",4,4,(4)(B),5,1,0,0,$0.12,$0.12,80,"Streets of New Capenna",SNC,72917,555281,,0,"","","",269084,652092,4bfd6449-31a1-4572-8f9c-3f6f4670dc9d
"Gitaxian Anatomist","Creature - Phyrexian Wizard",Bleu,Commune,"Sam Wolfe Connelly",2,5,(3)(U),4,1,0,0,$0.04,$0.08,52,"Phyrexia: All Will Be One",ONE,82944,0,,0,"","","",479559,694722,63517062-77da-4b60-aa24-f91553a81bed
"Gitaxian Mindstinger","Creature - Phyrexian Rogue",Multi-couleurs,Commune,"Alexander Mokhov",3,3,,2,2,0,0,$0.07,$0.22,88,"March of the Machine",MOM,84188,0,,0,"","","",0,704783,dad34ae5-56b4-4394-be02-e043dc1cc23d
"Gitaxian Spellstalker","Creature - Phyrexian Jackal",Multi-couleurs,Peu commune,"Artur Nakhodkin",3,3,,2,1,0,0,$0.45,$0.86,151,"March of the Machine",MOM,84267,0,,0,"","","",490762,704376,dc1454ce-bb49-4b4f-bbca-d77387fa4966
"Gleeful Demolition","Sorcery",Rouge,Peu commune,"Tuan Duong Chu",0,0,(R),1,2,0,0,$0.21,$0.29,134,"Phyrexia: All Will Be One",ONE,83026,0,,0,"","","",478688,693406,a3e4efa6-5783-4a51-99c6-116d1a8f01cf
"Glinting Creeper","Creature - Plant",Vert,Peu commune,"Joe Slucher",0,0,(4)(G),5,1,0,0,$0.10,$0.10,164,"Modern Horizons 2",MH2,65535,522240,,0,"","","",240155,566684,1bad2438-0b98-4b07-bba9-dff26aa1fc3a
"Glissa Sunslayer","Legendary Creature - Phyrexian Zombie Elf",Multi-couleurs,Rare,"Krharts",3,3,(1)(B)(G),3,1,0,0,$1.46,$1.81,202,"Phyrexia: All Will Be One",ONE,83094,0,,0,"","","",478303,692406,b2bf633e-0470-4b87-99ed-5ad1683b0954
"Glissa, Herald of Predation","Legendary Creature - Phyrexian Zombie Elf",Multi-couleurs,Rare,"Flavio Girón",3,5,(3)(B)(G),5,1,0,0,$0.20,$0.45,308,"March of the Machine Collectors",MOM,84480,0,,0,"","","",490393,703560,b5e12422-c46b-41b2-8b5d-c965d5694bd2
"Glistener Seer","Creature - Phyrexian Advisor",Bleu,Commune,"Alix Branwyn",0,3,(U),1,1,0,0,$0.09,$0.19,54,"Phyrexia: All Will Be One",ONE,82946,0,,0,"","","",479565,694724,c22aaaec-bad5-43e9-8e92-9c4bde95fcfd
"Glistening Deluge","Sorcery",Noir,Peu commune,"Anastasia Balakchina",0,0,(1)(B)(B),3,2,0,0,$0.12,$0.12,107,"March of the Machine",MOM,84209,0,,0,"","","",490594,704026,83ca46ac-0698-4651-940d-3fd20c266b74
"Glistening Goremonger","Creature - Phyrexian Devil",Multi-couleurs,Commune,"Francis Tneh",3,2,,2,2,0,0,$0.07,$0.21,157,"March of the Machine",MOM,84274,0,,0,"","","",0,704806,0ee40c4b-2ca3-4cda-bc9e-451455c17adc
"Glittermonger","Creature - Elf Rogue",Vert,Commune,"Evyn Fong",1,4,(3)(G),4,1,0,0,$0.03,$0.11,149,"Streets of New Capenna",SNC,72986,555350,,0,"","","",269109,652196,1a3d70d2-0604-41b3-8dd1-bfeb05832271
"Gnarlback Rhino","Creature - Rhino",Vert,Commune,"YW Tang",4,4,(2)(G)(G),4,1,0,0,$0.11,$0.12,148,"Double Masters 2022",2X2,76038,571481,,0,"","","",276263,664053,c3009640-23b1-49ce-a51b-982a48602c1d
"Gnottvold Hermit","Creature - Troll",Vert,Peu commune,"",4,4,(3)(G),4,2,0,0,$0.11,$0.11,188,"March of the Machine",MOM,84307,0,,0,"","","",490511,704044,70b2cdc5-35b9-443d-b499-c8b75c0d0a64
"Goblin Anarchomancer","Creature - Goblin Shaman",Multi-couleurs,Commune,"Joe Slucher",2,2,(R)(G),2,2,0,0,$0.12,$0.31,200,"Modern Horizons 2",MH2,65571,522276,,0,"","","",240412,566874,633a3423-501d-4b22-95a6-743233be521e
"Goblin Picker","Creature - Goblin",Rouge,Commune,"Vladimir Krisetskiy",2,2,(1)(R),2,2,0,0,$0.10,$0.11,128,"Dominaria United",DMU,76824,574608,,0,"","","",283677,672678,6d8f1f06-dde5-41f2-923c-67d1d4d13fab
"Goblin Traprunner","Creature - Goblin",Rouge,Peu commune,"Craig J Spearing",4,2,(3)(R),4,1,0,0,$0.09,$0.13,130,"Modern Horizons 2",MH2,65501,522206,,0,"","","",240392,566908,36f0fd37-eb34-418d-b136-03d816c93034
"Golden-Tail Disciple","Enchantment Creature - Fox Monk",Blanc,Commune,"Jesper Ejsing",2,3,(2)(W),3,1,0,0,$0.05,$0.08,15,"Kamigawa: Neon Dynasty",NEO,71562,548308,,0,"","","",262722,608179,d631e7da-bd71-424a-a349-9bce0fd16b1f
"Goldhound","Artifact Creature - Treasure Dog",Rouge,Commune,"Donato Giancola",1,1,(R),1,1,0,0,$0.10,$0.22,108,"Streets of New Capenna",SNC,72945,555309,,0,"","","",269068,652184,c059e4b4-1542-4b5c-810a-9f0abac5792b
"Goldmire Bridge","Artifact Land",Sans couleur,Commune,"Aaron Miller",0,0,,0,2,0,0,$0.13,$0.22,247,"Modern Horizons 2",MH2,65619,522323,,0,"","","",239715,566282,dbe2a1fa-196f-497f-a15f-0b3b04da9cbb
"Goldspan Dragon","Creature - Dragon",Rouge,Mythique,"Andrew Mar",4,4,(3)(R)(R),5,1,0,0,$11.79,$22.11,139,"Kaldheim",KHM,62243,503751,,0,"","","",230161,529527,9d914868-9000-4df2-a818-0ef8a7f636ae
"Goldwarden's Helm","Artifact - Equipment",Blanc,Commune,"Vincent Christiaens",0,0,(2)(W),3,1,0,0,$0.05,$0.07,13,"Phyrexia: All Will Be One",ONE,82905,0,,0,"","","",479607,694708,f4057210-ef07-4496-94c8-95c3b807c23c
"Gorilla Shaman","Creature - Ape Shaman",Rouge,Peu commune,"Filip Burburan",1,1,(R),1,1,0,0,$0.15,$0.69,280,"Modern Horizons 2",MH2,65652,526251,,0,"","","",240057,566628,c8f8ee19-3a88-40fa-85d8-386ffe06efd7
"Goro-Goro, Disciple of Ryusei","Legendary Creature - Goblin Samurai",Rouge,Rare,"Mike Jordana",2,2,(1)(R),2,1,0,0,$0.55,$0.64,145,"Kamigawa: Neon Dynasty",NEO,71702,548448,,0,"","","",262056,607036,1ca736c7-35a9-48c7-b5a9-69b2a6e33ad0
"Graaz, Unstoppable Juggernaut","Legendary Artifact Creature - Juggernaut",Sans couleur,Rare,"Nestor Ossandon Leal",7,5,(8),8,1,0,0,$0.18,$0.27,229,"Phyrexia: All Will Be One",ONE,83121,0,,0,"","","",478452,692785,e0e73b63-17cc-4dca-abd6-728b74bc37a8
"Grafted Butcher","Creature - Phyrexian Samurai",Noir,Rare,"Zack Stella",2,2,(1)(B),2,1,0,0,$0.24,$0.34,109,"March of the Machine",MOM,84211,0,,0,"","","",490491,703491,e22f11a1-0cbd-4b36-8dbd-37ba29ad4608
"Grandmother Ravi Sengir","Legendary Creature - Human Wizard",Noir,Peu commune,"Viko Menezes",3,3,,5,3,0,0,$0.11,$0.15,116,"March of the Machine",MOM,84222,0,,0,"","","",491251,704370,49ec5e00-22f4-486e-8e99-e950725f6fbc
"Grazilaxx, Illithid Scholar","Legendary Creature - Horror",Bleu,Rare,"Alexander Mokhov",3,2,(1)(U)(U),3,1,0,0,$0.58,$0.58,723,"Commander Legends: Battle for Baldur's Gate",CLB,75095,567540,,0,"","","",273459,661800,3de11222-c2fa-4544-a501-a02b31797259
"Greed","Enchantment",Noir,Peu commune,"Izzy",0,0,(3)(B),4,2,0,0,$0.12,$0.27,274,"Modern Horizons 2",MH2,65646,526245,,0,"","","",240017,566426,851f8d1f-163c-4c4f-beee-431b64ec8a99
"Grell Philosopher","Creature - Horror Wizard",Bleu,Rare,"David Astruga",1,4,(2)(U),3,1,0,0,$0.26,$0.26,666,"Commander Legends: Battle for Baldur's Gate",CLB,75036,567231,,0,"","","",273876,661292,e18bb373-a0bb-4e3c-b7db-83f747820fcd
"Griffin Protector","Creature - Griffin",Blanc,Commune,"Omar Rayyan",2,3,(3)(W),4,2,0,0,$0.02,$0.04,18,"Dominaria United",DMU,76714,574498,,0,"","","",283653,672644,10d1d701-841c-4bf3-9122-b01842a22ac6
"Growth Spasm","Sorcery",Vert,Commune,"Dan Scott",0,0,(2)(G),3,1,0,0,$0.15,$0.15,139,"Midnight Hunt Commander",MIC,69007,539400,,0,"","","",248637,575439,d8a6849b-6391-4c2c-97bd-267a31e57b38
"Guardian Kirin","Creature - Kirin",Blanc,Commune,"Anastasia Ovchinnikova",2,3,(3)(W),4,1,0,0,$0.08,$0.08,15,"Modern Horizons 2",MH2,65384,522091,,0,"","","",240429,566884,754b4061-3009-46e4-8602-8349c6367cbf
"Guardians of Oboro","Creature - Moonfolk Samurai",Bleu,Commune,"Domco.",3,4,(2)(U),3,1,0,0,$0.04,$0.07,317,"Kamigawa: Neon Dynasty Collectors",NEO,71890,553226,,0,"","","",262200,607353,95dbd59e-a2f0-4031-b6c6-1b59fb7cb067
"Guiltfeeder","Creature - Horror",Noir,Rare,"Helge C. Balzer",0,4,(3)(B)(B),5,1,0,0,$0.22,$0.22,756,"Commander Legends: Battle for Baldur's Gate",CLB,75128,567573,,0,"","","",273467,661301,8276b064-60ba-4079-b790-e2eea831e35e
"Gulping Scraptrap","Creature - Phyrexian Horror",Noir,Commune,"Mike Franchina",4,4,(4)(B),5,2,0,0,$0.08,$0.11,96,"Phyrexia: All Will Be One",ONE,82988,0,,0,"","","",479622,694736,28f48394-c6aa-4453-954a-68195d9bd6ea
"Gyre Sage","Creature - Elf Druid",Vert,Rare,"Tyler Jacobson",1,2,(1)(G),2,1,0,0,$2.15,$2.15,140,"Midnight Hunt Commander",MIC,69008,539401,,0,"","","",248627,575440,b4b3160e-5f88-456d-913e-a55e072e6326
"Halana and Alena, Partners","Legendary Creature - Human Ranger",Multi-couleurs,Rare,"Jason Rainville",2,3,(2)(R)(G),4,2,0,0,$0.40,$0.77,239,"Innistrad: Crimson Vow",VOW,69830,541113,,0,"","","",253022,581668,608fa232-f5fe-4c58-9efe-fb780f454b19
"Halo Forager","Creature - Faerie Rogue",Multi-couleurs,Peu commune,"Kevin Sidharta",3,1,(1)(U)(B),3,1,0,0,$0.52,$1.00,227,"March of the Machine",MOM,84355,0,,0,"","","",490325,703446,edb5f0cc-c826-4e7b-882c-63f6e51fa932
"Halo Hopper","Artifact Creature - Frog",Sans couleur,Commune,"Daniel Ljunggren",3,2,(3),3,1,0,0,$0.10,$0.21,260,"March of the Machine",MOM,84401,0,,0,"","","",491764,704896,e07baeb1-c873-42c2-8f1e-757f13572079
"Halo-Charged Skaab","Creature - Zombie",Bleu,Commune,"Igor Kieryluk",4,4,(4)(U),5,1,0,0,$0.07,$0.15,60,"March of the Machine",MOM,84151,0,,0,"","","",491308,704310,5c6bdac3-6762-41a4-821f-ab7034a823d9
"Hammerhand","Enchantment - Aura",Rouge,Commune,"Joshua Raphael",0,0,(R),1,1,0,0,$0.04,$0.12,129,"Dominaria United",DMU,76825,574609,,0,"","","",283678,672679,8d858e9e-452b-4281-9379-641ef6ebef39
"Hangar Scrounger","Creature - Dwarf Pilot",Rouge,Commune,"Borja Pindado",2,1,(2)(R),3,1,0,0,$0.05,$0.14,142,"March of the Machine",MOM,84251,0,,0,"","","",491360,704374,c2551b01-4d88-47f3-b54d-96ec03e093f8
"Hard Evidence","Sorcery",Bleu,Commune,"Yeong-Hao Han",0,0,(U),1,1,0,0,$0.10,$0.18,46,"Modern Horizons 2",MH2,65415,522122,,0,"","","",240208,566807,501599d6-1072-4124-b05d-01f96de153f3
"Hargilde, Kindly Runechanter","Legendary Creature - Human",Multi-couleurs,Rare,"David Sondered",2,3,(2)(W)(U),4,1,0,0,$0.19,$0.19,5,"Universes Within",SLX,73948,0,,0,"","","",268618,651577,59e1fa94-056a-4570-97b3-17e964077965
"Harried Artisan","Creature - Human Artificer",Rouge,Peu commune,"Caio Monteiro",2,3,(2)(R),3,1,0,0,$0.11,$0.11,143,"March of the Machine",MOM,84252,0,,0,"","","",490548,704036,73e92389-4bd2-492e-b4d6-d7cb6baedc41
"Haunted One","Legendary Enchantment - Background",Noir,Mythique,"Nicholas Elias",0,0,(2)(B),3,1,0,0,$3.89,$5.09,654,"Commander Legends: Battle for Baldur's Gate",CLB,75024,567147,,0,"","","",273533,661286,dc53b1af-0f4a-4475-a131-27cb5d5b0cf1
"Haunting Figment","Creature - Illusion",Bleu,Commune,"Chris Cold",2,1,(1)(U),2,1,0,0,$0.05,$0.15,53,"Dominaria United",DMU,76749,574533,,0,"","","",283618,672653,d14b07ea-18e4-41fb-8136-759d5349e88a
"Heirloom Mirror","Artifact",Noir,Peu commune,"Josh Hass",0,0,(1)(B),2,1,0,0,$0.11,$0.15,105,"Innistrad: Midnight Hunt",MID,68562,534877,,0,"","","",247910,574767,e6dd05f0-a3c0-4bd6-a1d1-a74540623093
"Hell Mongrel","Creature - Nightmare Dog",Noir,Commune,"Robbie Trevino",4,3,(3)(B),4,1,0,0,$0.08,$0.13,88,"Modern Horizons 2",MH2,65458,522164,,0,"","","",240400,566900,f7da32a3-8e33-4603-abd2-8db144062f6a
"Herald of War","Creature - Angel",Blanc,Rare,"Eric Deschamps",3,3,(3)(W)(W),5,1,0,0,$1.32,$1.32,86,"Midnight Hunt Commander",MIC,68954,539347,,0,"","","",248594,575366,18f7c44c-a21f-4b61-8f08-122a75accb00
"Herald's Horn","Artifact",Sans couleur,Peu commune,"Jason Felix",0,0,(3),3,1,0,0,$6.20,$6.20,862,"Commander Legends: Battle for Baldur's Gate",CLB,75238,567679,,0,"","","",273498,662057,178274fd-8b9b-4d69-a47e-31b29b776742
"Herbology Instructor","Creature - Treefolk Druid",Vert,Peu commune,"Sergey Glushakov",1,3,(1)(G),2,3,0,0,$0.11,$0.13,189,"March of the Machine",MOM,84309,0,,0,"","","",491256,704886,40ab763d-05ee-408d-aeba-eaf18c4f2e21
"Herd Migration","Sorcery",Vert,Rare,"Antonio José Manzanedo",0,0,(6)(G),7,1,0,0,$0.12,$0.13,429,"Dominaria United",DMU,76983,577484,,0,"","","",282802,671623,e8b91c26-26f3-45d6-bf7d-35a2963dde37
"Hero's Heirloom","Artifact - Equipment",Sans couleur,Peu commune,"Ovidio Cartagena",0,0,(2),2,3,0,0,$0.10,$0.21,231,"Dominaria United",DMU,76927,574711,,0,"","","",283133,671634,5b7c0d2d-7107-4599-8d49-c7c57d21e467
"Heroic Charge","Instant",Blanc,Commune,"Zoltan Boros",0,0,(2)(W)(W),4,1,0,0,$0.07,$0.07,20,"Dominaria United",DMU,76716,574500,,0,"","","",283669,672645,4aab611c-64e0-4b38-97b9-b29a1c6a79b7
"Heron's Grace Champion","Creature - Human Knight",Multi-couleurs,Rare,"Todd Lockwood",3,3,(2)(G)(W),4,1,0,0,$0.16,$0.16,152,"Midnight Hunt Commander",MIC,69020,539413,,0,"","","",248643,575455,e7fdd5a8-226a-4fe7-8b7f-41c5a06abaad
"Heronblade Elite","Creature - Human Warrior",Vert,Rare,"Yigit Koroglu",1,1,(2)(G),3,1,0,0,$0.85,$0.85,26,"Midnight Hunt Commander",MIC,68931,540469,,0,"","","",248612,575427,36938a8e-8da0-4f27-86c3-6032aa7642b5
"Hex","Sorcery",Noir,Rare,"Michael Sutfin",0,0,(4)(B)(B),6,1,0,0,$0.10,$0.10,757,"Commander Legends: Battle for Baldur's Gate",CLB,75129,567574,,0,"","","",273485,661899,067c38f3-4b5c-4e7f-af66-e410dea19314
"Hexbane Tortoise","Creature - Turtle",Vert,Commune,"Joshua Raphael",3,2,(2)(G),3,2,0,0,$0.08,$0.08,166,"Dominaria United",DMU,76862,574646,,0,"","","",283647,672689,acd5a635-bcf5-4a05-b00b-bf40322823fe
"Hexgold Halberd","Artifact - Equipment",Rouge,Peu commune,"Heonhwa Choe",0,0,(1)(R),2,1,0,0,$0.12,$0.12,136,"Phyrexia: All Will Be One",ONE,83028,0,,0,"","","",478813,693418,f22108ec-28f0-44d3-ba6b-3075f5f6bc65
"Hexgold Hoverwings","Artifact - Equipment",Blanc,Peu commune,"Kai Carpenter",0,0,(3)(W),4,1,0,0,$0.08,$0.08,14,"Phyrexia: All Will Be One",ONE,82906,0,,0,"","","",479399,694709,c498dbf9-c68c-400c-9349-c3c3fc8efcae
"High-Rise Sawjack","Creature - Elf Citizen",Vert,Commune,"Randy Vargas",2,3,(2)(G),3,1,0,0,$0.09,$0.09,150,"Streets of New Capenna",SNC,72987,555351,,0,"","","",269110,652197,2399c6d7-57f9-4100-ad64-3c8897a438f7
"Historian's Wisdom","Enchantment - Aura",Vert,Peu commune,"Jarel Threat",0,0,(2)(G),3,1,0,0,$0.02,$0.08,192,"Kamigawa: Neon Dynasty",NEO,71754,548500,,0,"","","",262196,607351,941f91bb-f5a3-4cca-85b5-b610502460bb
"Hold for Ransom","Enchantment - Aura",Blanc,Commune,"Nestor Ossandon Leal",0,0,(1)(W),2,1,0,0,$0.13,$0.13,16,"Streets of New Capenna",SNC,72853,555217,,0,"","","",268762,651831,53e74a99-11d9-40b8-b1d6-8f68a3f490fa
"Holy Frazzle-Cannon","Artifact - Equipment",Multi-couleurs,Peu commune,"Diego Gisbert",0,0,,2,1,0,0,$0.15,$0.23,238,"March of the Machine",MOM,84375,0,,0,"","","",491253,704442,f5926c8e-8049-418e-9a84-f8558e5ba9d1
"Hour of Reckoning","Sorcery",Blanc,Rare,"Joseph Meehan",0,0,(4)(W)(W)(W),7,1,0,0,$0.25,$0.25,87,"Midnight Hunt Commander",MIC,68955,539348,,0,"","","",248598,575367,0a14b17e-bfff-4859-92cb-a82d2e90580b
"Hullbreaker Horror","Creature - Kraken Horror",Bleu,Rare,"Svetlin Velinov",7,8,(5)(U)(U),7,1,0,0,$3.27,$3.27,724,"Commander Legends: Battle for Baldur's Gate",CLB,75096,567541,,0,"","","",273460,661801,bf786c50-1ba1-4f81-a800-bc98189040dd
"Hunted Horror","Creature - Horror",Noir,Rare,"Paolo Parente",7,7,(B)(B),2,1,0,0,$0.54,$0.54,758,"Commander Legends: Battle for Baldur's Gate",CLB,75130,567575,,0,"","","",273468,661900,02f74866-d0ea-42ce-bc44-500219fb73d4
"Hunting Pack","Instant",Vert,Peu commune,"Lucas Graciano",0,0,(5)(G)(G),7,1,0,0,$0.10,$0.10,284,"Modern Horizons 2",MH2,65656,526255,,0,"","","",240186,566787,8c9eb595-e8fa-4a5e-abca-d30613c0e28f
"Hurler Cyclops","Creature - Cyclops",Rouge,Peu commune,"Xavier Ribeiro",5,4,(3)(R)(R),5,2,0,0,$0.02,$0.10,130,"Dominaria United",DMU,76826,574610,,0,"","","",283165,671931,b16f2cf2-5908-4f49-9c5c-6c9e22a65a4d
"Hurloon Battle Hymn","Instant",Rouge,Peu commune,"Dominik Mayer",0,0,(2)(R),3,1,0,0,$0.07,$0.25,131,"Dominaria United",DMU,76827,574611,,0,"","","",283415,672319,ff252e80-c155-467b-8df3-9bddc5cc45c3
"Ice","Instant",Multi-couleurs,Rare,"Dan Scott",0,0,(1)(U),4,1,0,0,$0.33,$2.70,290,"Modern Horizons 2",MH2,65663,526261,,0,"","","",240138,566657,0e09b054-4d33-4a12-bf2a-9b0009f33044
"Icebind Pillar","Snow Artifact",Bleu,Peu commune,"Wisnu Tan",0,0,(2)(U),3,1,0,0,$0.07,$0.19,62,"Kaldheim",KHM,62162,503670,,0,"","","",230895,532947,a3152f1f-5d3f-4bc4-9b6f-f2983ab3f691
"Ichor Drinker","Creature - Phyrexian Vampire",Noir,Commune,"Aurore Folny",1,1,(B),1,1,0,0,$0.13,$0.22,111,"March of the Machine",MOM,84213,0,,0,"","","",491337,704368,91fd7350-cc97-4c35-a072-2c826984293c
"Ichor Shade","Creature - Phyrexian Shade",Noir,Commune,"Nicholas Gregory",2,3,(2)(B),3,1,0,0,$0.08,$0.11,112,"March of the Machine",MOM,84214,0,,0,"","","",491713,704792,0fd86fbf-eac2-456b-b4bb-437ff9be9b58
"Ichormoon Gauntlet","Artifact",Bleu,Mythique,"Tiffany Turrill",0,0,(2)(U),3,1,0,0,$7.16,$9.92,56,"Phyrexia: All Will Be One",ONE,82948,0,,0,"","","",478982,694333,2c093ce0-2561-4847-ab58-f6f1650d743e
"Ichorplate Golem","Artifact Creature - Phyrexian Golem",Sans couleur,Peu commune,"Sam Wolfe Connelly",2,3,(3),3,1,0,0,$0.04,$0.14,230,"Phyrexia: All Will Be One",ONE,83122,0,,0,"","","",478956,693900,e555abb1-ffd4-4143-9be8-ec8a758f5c2a
"Ichorspit Basilisk","Creature - Phyrexian Basilisk",Vert,Commune,"Joe Slucher",1,3,(2)(G),3,3,0,0,$0.11,$0.11,170,"Phyrexia: All Will Be One",ONE,83062,0,,0,"","","",479569,694766,0955b64f-6721-4fa6-b161-cae404cb5b9f
"Impede Momentum","Sorcery",Bleu,Commune,"Igor Kieryluk",0,0,(1)(U),2,2,0,0,$0.12,$0.14,54,"Dominaria United",DMU,76750,574534,,0,"","","",282767,671329,259c04f7-86f2-4584-97fb-8278dca9a213
"Improvised Weaponry","Sorcery",Rouge,Commune,"Alix Branwyn",0,0,(2)(R),3,1,0,0,$0.05,$0.15,150,"Adventures in the Forgotten Realms",AFR,66263,527437,,0,"","","",243227,571297,29d5fd00-c616-4079-a91e-4da0bcaf9120
"Impulse","Instant",Bleu,Commune,"Sam Guay",0,0,(1)(U),2,2,0,0,$0.22,$0.51,55,"Dominaria United",DMU,76751,574535,,0,"","","",283604,672654,5aec2b2c-0764-4869-814d-aad921122af9
"In Garruk's Wake","Sorcery",Noir,Rare,"Chase Stone",0,0,(7)(B)(B),9,1,0,0,$0.54,$0.54,759,"Commander Legends: Battle for Baldur's Gate",CLB,75131,567576,,0,"","","",273486,661901,57a6f727-8239-45e6-9dbb-67d2d3c9239d
"In Thrall to the Pit","Sorcery",Rouge,Commune,"Andrey Kuzinskiy",0,0,(3)(R),4,2,0,0,$0.03,$0.04,132,"Dominaria United",DMU,76828,574612,,0,"","","",283680,672713,0f33284f-bdb1-4982-8636-8f2e12896053
"Incisor Glider","Artifact Creature - Phyrexian Construct",Blanc,Commune,"Joe Slucher",1,3,(1)(W),2,2,0,0,$0.05,$0.08,15,"Phyrexia: All Will Be One",ONE,82907,0,,0,"","","",478686,693405,b3cf4c4f-bda6-454c-991d-429c0dca0e85
"Incubation Sac","Artifact",Vert,Peu commune,"Tony Foti",0,0,(G),1,1,0,0,$0.05,$0.09,171,"Phyrexia: All Will Be One",ONE,83063,0,,0,"","","",478973,693895,a6b36e23-a414-400c-a3a5-e23883e866d3
"Indoctrination Attendant","Creature - Phyrexian Cleric",Blanc,Commune,"Sam Wolfe Connelly",3,4,(3)(W),4,4,0,0,$0.10,$0.12,16,"Phyrexia: All Will Be One",ONE,82908,0,,0,"","","",479604,694710,d051bfc7-b402-444d-896e-c3a9562cdb0d
"Infected Defector","Creature - Phyrexian Knight",Blanc,Commune,"Nino Vecia",4,3,(4)(W),5,1,0,0,$0.10,$0.11,18,"March of the Machine",MOM,84101,0,,0,"","","",491715,704740,2777f8b5-2f8e-4cb8-9206-8a4978488657
"Infectious Bite","Instant",Vert,Peu commune,"Campbell White",0,0,(1)(G),2,1,0,0,$0.15,$0.35,172,"Phyrexia: All Will Be One",ONE,83064,0,,0,"","","",479034,694306,83dfb2a5-cd5c-46c6-9bb8-7c5d00f3e003
"Infectious Inquiry","Sorcery",Noir,Commune,"Eli Minaya",0,0,(2)(B),3,2,0,0,$0.10,$0.21,97,"Phyrexia: All Will Be One",ONE,82989,0,,0,"","","",479616,694737,0a10f284-b043-4307-bdc7-6dad47cc9221
"Infernal Grasp","Instant",Noir,Peu commune,"Naomi Baker",0,0,(1)(B),2,1,0,0,$0.95,$1.73,107,"Innistrad: Midnight Hunt",MID,68565,534880,,0,"","","",246014,573810,17824929-f131-4b8d-addb-66c25323155e
"Infested Fleshcutter","Artifact - Equipment",Blanc,Peu commune,"José Parodi",0,0,(1)(W),2,1,0,0,$0.07,$0.14,17,"Phyrexia: All Will Be One",ONE,82909,0,,0,"","","",478744,693415,9f03d6bf-cbba-4ad7-8cec-065a47f03dbe
"Inga and Esika","Legendary Creature - Human God",Multi-couleurs,Rare,"Wayne Reynolds",4,4,(2)(G)(U),4,1,0,0,$0.44,$1.09,229,"March of the Machine",MOM,84357,0,,0,"","","",490610,704414,0aa97506-b943-4443-96b1-1b49f57d80aa
